ID,bank branch,funding type,funding classification,customer sector,installment value,cashing date,sex,age,social status,special needs,number of family members,saving loan,income,financing value
10479,Khamis Mushait,social,marriage,private sector employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,Yes,>= 5000,18000
10480,Khamis Mushait,social,marriage,government employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
10481,Khamis Mushait,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
10482,Khamis Mushait,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
10483,Khamis Mushait,social,marriage,employee of a government company,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
10484,Khamis Mushait,social,marriage,employee of a government company,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10485,Khamis Mushait,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 05,No,>= 7500,60000
10486,Khamis Mushait,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 05,No,>= 10000,60000
10487,Khamis Mushait,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10488,Khamis Mushait,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10489,Khamis Mushait,social,family,private sector employee,< 1000,2019/01,MALE,>= 40,married,No,>= 05,No,< 5000,48000
10490,Khamis Mushait,social,family,private sector employee,< 1000,2019/01,MALE,>= 40,married,No,>= 05,No,>= 5000,48000
10491,Khamis Mushait,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10492,Khamis Mushait,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10493,Khamis Mushait,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10494,Khamis Mushait,social,marriage,employee of a government company,< 1000,2019/03,MALE,>= 30,married,No,>= 02,No,< 5000,24000
10495,Khamis Mushait,social,marriage,employee of a government company,< 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 10000,24000
10496,Khamis Mushait,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,18000
10497,Khamis Mushait,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,48000
10498,Khamis Mushait,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,42000
10499,Khamis Mushait,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,42000
10500,Khamis Mushait,social,marriage,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
10501,Khamis Mushait,social,marriage,employee of a government company,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,30000
10502,Khamis Mushait,social,family,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10503,Khamis Mushait,social,family,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10504,Khamis Mushait,social,marriage,government employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,30000
10505,Khamis Mushait,social,family,employee of a government company,< 1000,2019/01,MALE,>= 30,married,No,>= 05,No,< 5000,60000
10506,Khamis Mushait,social,family,employee of a government company,< 1000,2019/01,MALE,>= 30,married,No,>= 05,No,>= 10000,60000
10507,Khamis Mushait,social,marriage,employee of a government company,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,36000
10508,Khamis Mushait,social,marriage,employee of a government company,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,36000
10509,Khamis Mushait,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,36000
10510,Khamis Mushait,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10511,Khamis Mushait,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,Yes,< 5000,60000
10512,Khamis Mushait,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
10513,Khamis Mushait,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 05,No,< 5000,60000
10514,Khamis Mushait,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 05,No,>= 10000,60000
10515,Khamis Mushait,social,family,government employee,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,>= 7500,60000
10516,Khamis Mushait,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
10517,Khamis Mushait,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10518,Khamis Mushait,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
10519,Khamis Mushait,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
10520,Khamis Mushait,social,marriage,government employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 7500,18000
10521,Khamis Mushait,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
10522,Khamis Mushait,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10523,Khamis Mushait,social,family,private sector employee,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
10524,Khamis Mushait,social,family,private sector employee,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,< 5000,60000
10525,Khamis Mushait,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,30000
10526,Khamis Mushait,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,36000
10527,Khamis Mushait,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10528,Khamis Mushait,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
10529,Khamis Mushait,social,family,Government retired,>= 1000,2019/02,MALE,>= 30,married,No,>= 05,No,>= 10000,60000
10530,Khamis Mushait,social,family,Government retired,>= 1000,2019/02,MALE,>= 30,married,No,>= 05,No,>= 5000,60000
10531,Khamis Mushait,social,marriage,government employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,24000
10532,Khamis Mushait,social,marriage,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
10533,Khamis Mushait,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
10534,Khamis Mushait,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10535,Khamis Mushait,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 7500,18000
10536,Khamis Mushait,social,family,Government retired,>= 1000,2019/02,MALE,>= 60,married,No,>= 02,No,< 5000,60000
10537,Khamis Mushait,social,family,Government retired,>= 1000,2019/02,MALE,>= 60,married,No,>= 02,No,>= 10000,60000
10538,Khamis Mushait,social,family,government employee,< 1000,2019/03,MALE,>= 40,married,No,>= 05,No,< 5000,18000
10539,Khamis Mushait,project,emerging,employee of a government company,>= 1000,2019/01,MALE,>= 40,single,No,< 02,No,< 5000,225000
10540,Khamis Mushait,social,family,government employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 05,No,>= 7500,60000
10541,Khamis Mushait,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10542,Khamis Mushait,social,marriage,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
10543,Khamis Mushait,social,family,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,Yes,< 5000,60000
10544,Khamis Mushait,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10545,Khamis Mushait,project,emerging,employee of a government company,>= 1000,2019/02,MALE,< 30,single,No,< 02,No,< 5000,229000
10546,Khamis Mushait,social,family,employee of a government company,>= 1000,2019/01,MALE,>= 60,married,No,>= 10,No,< 5000,60000
10547,Khamis Mushait,social,family,employee of a government company,>= 1000,2019/01,MALE,>= 60,married,No,>= 10,No,>= 7500,60000
10548,Khamis Mushait,project,emerging,employee of a government company,>= 1000,2019/03,MALE,< 30,single,No,< 02,No,< 5000,150000
10549,Khamis Mushait,social,family,employee of a government company,< 1000,2019/02,FEMALE,>= 40,divorced,No,>= 05,No,>= 10000,30000
10550,Khamis Mushait,social,family,employee of a government company,< 1000,2019/02,FEMALE,>= 40,divorced,No,>= 05,No,< 5000,30000
10551,Khamis Mushait,social,marriage,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
10552,Khamis Mushait,project,emerging,employee of a government company,>= 1000,2019/03,MALE,>= 40,married,No,>= 02,No,>= 7500,171000
10553,Khamis Mushait,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,36000
10554,Khamis Mushait,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
10555,Khamis Mushait,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
10556,Khamis Mushait,project,solution,employee of a government company,>= 1000,2019/03,MALE,< 30,single,No,< 02,No,< 5000,251000
10557,Khamis Mushait,social,marriage,government employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10558,Khamis Mushait,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 40,divorced,No,>= 05,No,< 5000,60000
10559,Khamis Mushait,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 40,divorced,No,>= 05,No,>= 10000,60000
10560,Khamis Mushait,project,solution,employee of a government company,>= 1000,2019/01,FEMALE,< 30,single,No,>= 02,No,>= 7500,186000
10561,Khamis Mushait,project,solution,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,< 02,No,< 5000,227000
10562,Khamis Mushait,project,fresh graduate,employee of a government company,>= 1000,2019/01,MALE,< 30,single,No,< 02,No,< 5000,283000
10563,Khamis Mushait,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 7500,18000
10564,Khamis Mushait,project,emerging,employee of a government company,>= 1000,2019/03,MALE,>= 30,married,No,< 02,No,< 5000,220000
10565,Khamis Mushait,social,marriage,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
10566,Khamis Mushait,social,marriage,government employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,48000
10567,Khamis Mushait,social,marriage,government employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,Yes,>= 7500,24000
10568,Khamis Mushait,social,marriage,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,< 5000,60000
10569,Khamis Mushait,social,marriage,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,< 5000,60000
10570,Khamis Mushait,social,marriage,employee of a government company,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,54000
10571,Khamis Mushait,project,emerging,employee of a government company,>= 1000,2019/02,MALE,>= 30,single,No,>= 02,No,>= 7500,151000
10572,Khamis Mushait,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10573,Jazan,social,family,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
10574,Jazan,social,family,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
10575,Jazan,social,family,employee of a government company,>= 1000,2019/01,MALE,>= 40,married,No,>= 05,No,>= 10000,60000
10576,Jazan,social,family,employee of a government company,>= 1000,2019/01,MALE,>= 40,married,No,>= 05,No,< 5000,60000
10577,Jazan,social,family,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10578,Jazan,social,family,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
10579,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 7500,60000
10580,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 5000,60000
10581,Jazan,social,family,government employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 05,No,>= 7500,60000
10582,Jazan,social,marriage,government employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,Yes,>= 5000,48000
10583,Jazan,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 60,widow,No,>= 02,No,>= 7500,60000
10584,Jazan,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 60,widow,No,>= 02,No,< 5000,60000
10585,Jazan,social,family,employee of a government company,< 1000,2019/02,MALE,>= 40,married,Yes,>= 02,No,>= 10000,60000
10586,Jazan,social,family,employee of a government company,< 1000,2019/02,MALE,>= 40,married,Yes,>= 02,No,< 5000,60000
10587,Jazan,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,>= 7500,60000
10588,Jazan,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,< 5000,60000
10589,Jazan,social,family,Government retired,>= 1000,2019/01,MALE,>= 60,married,No,>= 10,No,>= 10000,60000
10590,Jazan,social,family,Government retired,>= 1000,2019/01,MALE,>= 60,married,No,>= 10,No,< 5000,60000
10591,Jazan,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,>= 7500,60000
10592,Jazan,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,< 5000,60000
10593,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10594,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10595,Jazan,social,family,government employee,< 1000,2019/01,MALE,>= 30,married,No,>= 05,No,>= 5000,60000
10596,Jazan,project,emerging,employee of a government company,>= 1000,2019/03,FEMALE,< 30,single,No,< 02,No,< 5000,229000
10597,Jazan,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
10598,Jazan,social,renovation,employee of a government company,< 1000,2019/01,FEMALE,>= 60,married,No,>= 10,No,>= 7500,30000
10599,Jazan,social,renovation,employee of a government company,< 1000,2019/01,FEMALE,>= 60,married,No,>= 10,No,< 5000,30000
10600,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
10601,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10602,Jazan,social,family,employee of a government company,< 1000,2019/01,FEMALE,>= 40,divorced,No,>= 05,No,< 5000,24000
10603,Jazan,social,family,employee of a government company,< 1000,2019/01,FEMALE,>= 40,divorced,No,>= 05,No,>= 7500,24000
10604,Jazan,project,emerging,employee of a government company,>= 1000,2019/02,MALE,< 30,single,No,< 02,No,< 5000,254000
10605,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,< 5000,60000
10606,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
10607,Jazan,social,marriage,private sector employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
10608,Jazan,social,marriage,private sector employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,< 5000,60000
10609,Jazan,social,family,employee of a government company,< 1000,2019/02,FEMALE,>= 40,widow,No,>= 02,No,< 5000,36000
10610,Jazan,social,family,employee of a government company,< 1000,2019/02,FEMALE,>= 40,widow,No,>= 02,No,>= 10000,36000
10611,Jazan,social,family,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 05,No,>= 10000,60000
10612,Jazan,social,family,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 05,No,>= 7500,60000
10613,Jazan,project,emerging,employee of a government company,>= 1000,2019/01,MALE,< 30,single,No,< 02,No,< 5000,220000
10614,Jazan,social,family,employee of a government company,< 1000,2019/03,FEMALE,>= 40,widow,No,>= 05,No,< 5000,60000
10615,Jazan,social,family,employee of a government company,< 1000,2019/03,FEMALE,>= 40,widow,No,>= 05,No,>= 10000,60000
10616,Jazan,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10617,Jazan,social,marriage,private sector employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,< 5000,24000
10618,Jazan,social,marriage,private sector employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 10000,24000
10619,Jazan,project,emerging,employee of a government company,>= 1000,2019/02,MALE,< 30,single,No,< 02,No,< 5000,136000
10620,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
10621,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10622,Jazan,social,marriage,government employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,18000
10623,Jazan,social,family,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 05,No,>= 5000,60000
10624,Jazan,social,marriage,government employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
10625,Jazan,project,emerging,employee of a government company,>= 1000,2019/03,MALE,< 30,married,No,< 02,No,< 5000,168000
10626,Jazan,social,marriage,employee of a government company,< 1000,2019/03,MALE,>= 30,married,No,>= 02,Yes,>= 7500,42000
10627,Jazan,social,marriage,employee of a government company,< 1000,2019/03,MALE,>= 30,married,No,>= 02,Yes,< 5000,42000
10628,Jazan,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
10629,Jazan,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
10630,Jazan,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,Yes,>= 7500,60000
10631,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10632,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
10633,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10634,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
10635,Jazan,social,marriage,employee of a government company,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
10636,Jazan,social,marriage,employee of a government company,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10637,Jazan,project,emerging,employee of a government company,>= 1000,2019/01,FEMALE,>= 30,married,No,< 02,No,< 5000,231000
10638,Jazan,project,solution,employee of a government company,>= 1000,2019/02,MALE,< 30,single,No,>= 02,No,>= 7500,230000
10639,Jazan,social,family,employee of a government company,>= 1000,2019/01,FEMALE,< 30,widow,No,>= 02,No,>= 7500,60000
10640,Jazan,social,family,employee of a government company,>= 1000,2019/01,FEMALE,< 30,widow,No,>= 02,No,< 5000,60000
10641,Jazan,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 40,married,Yes,>= 05,No,< 5000,60000
10642,Jazan,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 40,married,Yes,>= 05,No,>= 10000,60000
10643,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
10644,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,< 5000,60000
10645,Jazan,project,solution,employee of a government company,>= 1000,2019/02,FEMALE,>= 30,married,No,< 02,No,< 5000,185000
10646,Jazan,social,family,private sector employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 7500,42000
10647,Jazan,social,family,private sector employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,< 5000,42000
10648,Jazan,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,24000
10649,Jazan,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 60,widow,No,>= 05,No,< 5000,60000
10650,Jazan,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 60,widow,No,>= 05,No,>= 10000,60000
10651,Jazan,social,family,government employee,< 1000,2019/01,MALE,>= 30,married,No,>= 05,No,>= 7500,24000
10652,Jazan,social,family,private sector employee,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,>= 5000,60000
10653,Jazan,social,family,private sector employee,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,>= 10000,60000
10654,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
10655,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,< 5000,60000
10656,Jazan,social,marriage,private sector employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,< 5000,60000
10657,Jazan,social,marriage,private sector employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
10658,Jazan,social,marriage,employee of a government company,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
10659,Jazan,social,marriage,employee of a government company,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10660,Jazan,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,24000
10661,Jazan,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10662,Jazan,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
10663,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,>= 40,married,No,>= 02,No,< 5000,60000
10664,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,>= 40,married,No,>= 02,No,>= 5000,60000
10665,Jazan,social,marriage,government employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,Yes,>= 5000,36000
10666,Jazan,project,emerging,employee of a government company,>= 1000,2019/01,FEMALE,>= 30,married,No,< 02,No,< 5000,246000
10667,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
10668,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10669,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
10670,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
10671,Jazan,social,marriage,private sector employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 7500,36000
10672,Jazan,social,marriage,private sector employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 10000,36000
10673,Jazan,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,30000
10674,Jazan,project,emerging,employee of a government company,>= 1000,2019/02,FEMALE,>= 30,single,No,< 02,No,< 5000,202000
10675,Jazan,project,solution,employee of a government company,>= 1000,2019/03,MALE,< 30,single,No,< 02,No,>= 7500,208000
10676,Jazan,social,family,employee of a government company,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
10677,Jazan,social,family,employee of a government company,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,< 5000,60000
10678,Jazan,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
10679,Jazan,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10680,Jazan,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 60,widow,No,>= 05,No,< 5000,60000
10681,Jazan,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 60,widow,No,>= 05,No,>= 7500,60000
10682,Jazan,social,family,employee of a government company,< 1000,2019/01,MALE,>= 60,married,No,>= 02,No,< 5000,60000
10683,Jazan,social,family,employee of a government company,< 1000,2019/01,MALE,>= 60,married,No,>= 02,No,>= 10000,60000
10684,Jazan,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 30,widow,No,>= 05,No,>= 10000,60000
10685,Jazan,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 30,widow,No,>= 05,No,< 5000,60000
10686,Jazan,social,marriage,private sector employee,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,Yes,>= 7500,60000
10687,Jazan,social,marriage,private sector employee,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,Yes,>= 10000,60000
10688,Jazan,project,emerging,employee of a government company,>= 1000,2019/01,MALE,< 30,single,No,< 02,No,< 5000,118000
10689,Jazan,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 10,No,>= 10000,60000
10690,Jazan,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 10,No,< 5000,60000
10691,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
10692,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
10693,Jazan,project,emerging,employee of a government company,>= 1000,2019/02,MALE,< 30,single,No,< 02,No,< 5000,178000
10694,Jazan,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
10695,Jazan,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10696,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,Yes,>= 10000,60000
10697,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,Yes,>= 7500,60000
10698,Jazan,social,marriage,employee of a government company,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,30000
10699,Jazan,social,marriage,employee of a government company,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,30000
10700,Jazan,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 10,No,>= 7500,60000
10701,Jazan,social,family,employee of a government company,< 1000,2019/01,MALE,>= 40,married,No,>= 05,No,< 5000,42000
10702,Jazan,social,family,employee of a government company,< 1000,2019/01,MALE,>= 40,married,No,>= 05,No,>= 7500,42000
10703,Jazan,social,marriage,government employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
10704,Jazan,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
10705,Jazan,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10706,Jazan,social,marriage,employee of a government company,< 1000,2019/01,MALE,< 30,married,Yes,>= 05,No,>= 7500,60000
10707,Jazan,social,marriage,employee of a government company,< 1000,2019/01,MALE,< 30,married,Yes,>= 05,No,< 5000,60000
10708,Jazan,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,30000
10709,Jazan,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,30000
